record_type	key	value	sha256	detail
runner-command	C0049	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red.transparentize(100%), 0%), (rgb(46, 204, 64), 3.7037037037037%), (blue, 29.6296296296296%), (yellow, 100%), space: color.linear-rgb, center: (50%, 50%), radius: 65%, focal-center: (30%, 40%), focal-radius: 10%); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (0%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	8e11e0a571c3a28e26baf5f60bc5bdc2f667b278601ce0aefb466aa2c5a335c2	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0050	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S03-radial-linear-rgb.png /tmp/p1268/oracle_v3/masks/S03-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0051	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S04-linear-oklab.typ /tmp/p1268/oracle_v3/binaries/direct/S04-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0052	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red, 0%), (rgb(46, 204, 64), 37.0262390670554%), (blue.transparentize(100%), 63.5568513119533%), (yellow.transparentize(100%), 81.3411078717201%), (red, 92.1282798833819%), (rgb(46, 204, 64), 97.667638483965%), (blue.transparentize(100%), 99.7084548104956%), (yellow.transparentize(100%), 100%), space: color.oklab, angle: 135deg); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	c05db1a0a0da946ce9578ce20cc47e57fa34a8cff14cd963b3f2ee93ea05c269	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0053	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red, 0%), (rgb(46, 204, 64), 37.0262390670554%), (blue.transparentize(100%), 63.5568513119533%), (yellow.transparentize(100%), 81.3411078717201%), (red, 92.1282798833819%), (rgb(46, 204, 64), 97.667638483965%), (blue.transparentize(100%), 99.7084548104956%), (yellow.transparentize(100%), 100%), space: color.oklab, angle: 135deg); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (0%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	44ea893b893024199f06e6072b1fe64b3282621754d2800f7dce1f16e6f349a4	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0054	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S04-linear-oklab.png /tmp/p1268/oracle_v3/masks/S04-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0055	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S04-radial-oklab.typ /tmp/p1268/oracle_v3/binaries/direct/S04-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0056	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red, 0%), (rgb(46, 204, 64), 37.0262390670554%), (blue.transparentize(100%), 63.5568513119533%), (yellow.transparentize(100%), 81.3411078717201%), (red, 92.1282798833819%), (rgb(46, 204, 64), 97.667638483965%), (blue.transparentize(100%), 99.7084548104956%), (yellow.transparentize(100%), 100%), space: color.oklab, center: (50%, 50%), radius: 50%, focal-center: (93.9%, 50%), focal-radius: 6%); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	7c4fa10584d10d6e818b61caf7600002439d067bf0d9ae11a315f7bbb928a1cc	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0057	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red, 0%), (rgb(46, 204, 64), 37.0262390670554%), (blue.transparentize(100%), 63.5568513119533%), (yellow.transparentize(100%), 81.3411078717201%), (red, 92.1282798833819%), (rgb(46, 204, 64), 97.667638483965%), (blue.transparentize(100%), 99.7084548104956%), (yellow.transparentize(100%), 100%), space: color.oklab, center: (50%, 50%), radius: 50%, focal-center: (93.9%, 50%), focal-radius: 6%); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (0%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	44ea893b893024199f06e6072b1fe64b3282621754d2800f7dce1f16e6f349a4	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0058	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S04-radial-oklab.png /tmp/p1268/oracle_v3/masks/S04-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0059	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S04-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/direct/S04-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0060	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red, 0%), (rgb(46, 204, 64), 37.0262390670554%), (blue.transparentize(100%), 63.5568513119533%), (yellow.transparentize(100%), 81.3411078717201%), (red, 92.1282798833819%), (rgb(46, 204, 64), 97.667638483965%), (blue.transparentize(100%), 99.7084548104956%), (yellow.transparentize(100%), 100%), space: color.linear-rgb, angle: 135deg); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	49a93c3e3df8e91b1a20d1a6921f7b1a7570ecd8a5d36a7581aee1aab95bddf9	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0061	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red, 0%), (rgb(46, 204, 64), 37.0262390670554%), (blue.transparentize(100%), 63.5568513119533%), (yellow.transparentize(100%), 81.3411078717201%), (red, 92.1282798833819%), (rgb(46, 204, 64), 97.667638483965%), (blue.transparentize(100%), 99.7084548104956%), (yellow.transparentize(100%), 100%), space: color.linear-rgb, angle: 135deg); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (0%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	51ec6b1f7a21068e73099c71d388ad75e718a31ab7228aafd6b8d78d01bd59bd	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0062	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S04-linear-linear-rgb.png /tmp/p1268/oracle_v3/masks/S04-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0063	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S04-radial-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/direct/S04-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0064	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red, 0%), (rgb(46, 204, 64), 37.0262390670554%), (blue.transparentize(100%), 63.5568513119533%), (yellow.transparentize(100%), 81.3411078717201%), (red, 92.1282798833819%), (rgb(46, 204, 64), 97.667638483965%), (blue.transparentize(100%), 99.7084548104956%), (yellow.transparentize(100%), 100%), space: color.linear-rgb, center: (50%, 50%), radius: 50%, focal-center: (93.9%, 50%), focal-radius: 6%); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	8fdec0c44319b2ea9c5da355308a2be1e702426d6704103d85a9cac2342f4e04	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0065	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red, 0%), (rgb(46, 204, 64), 37.0262390670554%), (blue.transparentize(100%), 63.5568513119533%), (yellow.transparentize(100%), 81.3411078717201%), (red, 92.1282798833819%), (rgb(46, 204, 64), 97.667638483965%), (blue.transparentize(100%), 99.7084548104956%), (yellow.transparentize(100%), 100%), space: color.linear-rgb, center: (50%, 50%), radius: 50%, focal-center: (93.9%, 50%), focal-radius: 6%); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (0%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	51ec6b1f7a21068e73099c71d388ad75e718a31ab7228aafd6b8d78d01bd59bd	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0066	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S04-radial-linear-rgb.png /tmp/p1268/oracle_v3/masks/S04-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0067	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S05-linear-oklab.typ /tmp/p1268/oracle_v3/binaries/direct/S05-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0068	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red.transparentize(100%), 0%), (rgb(46, 204, 64), 2.22222222222222%), (blue.transparentize(70%), 8.88888888888889%), (yellow, 20%), (rgb(255, 0, 255).transparentize(35%), 24.4444444444444%), (red.transparentize(100%), 33.3333333333333%), (rgb(46, 204, 64), 35.5555555555556%), (blue.transparentize(70%), 42.2222222222222%), (yellow, 53.3333333333333%), (rgb(255, 0, 255).transparentize(35%), 57.7777777777778%), (red.transparentize(100%), 66.6666666666667%), (rgb(46, 204, 64), 68.8888888888889%), (blue.transparentize(70%), 75.5555555555556%), (yellow, 86.6666666666667%), (rgb(255, 0, 255).transparentize(35%), 91.1111111111111%), (red.transparentize(100%), 100%), space: color.oklab, angle: -45deg); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	7018b8848c1945a91df468479f7d79188df1ead7f8ce4f8de150384fb4ef075b	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0069	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red.transparentize(100%), 0%), (rgb(46, 204, 64), 2.22222222222222%), (blue.transparentize(70%), 8.88888888888889%), (yellow, 20%), (rgb(255, 0, 255).transparentize(35%), 24.4444444444444%), (red.transparentize(100%), 33.3333333333333%), (rgb(46, 204, 64), 35.5555555555556%), (blue.transparentize(70%), 42.2222222222222%), (yellow, 53.3333333333333%), (rgb(255, 0, 255).transparentize(35%), 57.7777777777778%), (red.transparentize(100%), 66.6666666666667%), (rgb(46, 204, 64), 68.8888888888889%), (blue.transparentize(70%), 75.5555555555556%), (yellow, 86.6666666666667%), (rgb(255, 0, 255).transparentize(35%), 91.1111111111111%), (red.transparentize(100%), 100%), space: color.oklab, angle: -45deg); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (0%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	5ecf7c4ad5afb629d6a090c3491ff8bda640adc4c045cbaa77d6cbf62685fdab	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0070	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S05-linear-oklab.png /tmp/p1268/oracle_v3/masks/S05-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0071	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S05-radial-oklab.typ /tmp/p1268/oracle_v3/binaries/direct/S05-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0072	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red.transparentize(100%), 0%), (rgb(46, 204, 64), 2.22222222222222%), (blue.transparentize(70%), 8.88888888888889%), (yellow, 20%), (rgb(255, 0, 255).transparentize(35%), 24.4444444444444%), (red.transparentize(100%), 33.3333333333333%), (rgb(46, 204, 64), 35.5555555555556%), (blue.transparentize(70%), 42.2222222222222%), (yellow, 53.3333333333333%), (rgb(255, 0, 255).transparentize(35%), 57.7777777777778%), (red.transparentize(100%), 66.6666666666667%), (rgb(46, 204, 64), 68.8888888888889%), (blue.transparentize(70%), 75.5555555555556%), (yellow, 86.6666666666667%), (rgb(255, 0, 255).transparentize(35%), 91.1111111111111%), (red.transparentize(100%), 100%), space: color.oklab, center: (50%, 50%), radius: 0.1%, focal-center: (50%, 50%), focal-radius: 0%); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	28eb5be12387197ac32e19ff52a6d36046076a225e23f79399a410d332f63660	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0073	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((red.transparentize(100%), 0%), (rgb(46, 204, 64), 2.22222222222222%), (blue.transparentize(70%), 8.88888888888889%), (yellow, 20%), (rgb(255, 0, 255).transparentize(35%), 24.4444444444444%), (red.transparentize(100%), 33.3333333333333%), (rgb(46, 204, 64), 35.5555555555556%), (blue.transparentize(70%), 42.2222222222222%), (yellow, 53.3333333333333%), (rgb(255, 0, 255).transparentize(35%), 57.7777777777778%), (red.transparentize(100%), 66.6666666666667%), (rgb(46, 204, 64), 68.8888888888889%), (blue.transparentize(70%), 75.5555555555556%), (yellow, 86.6666666666667%), (rgb(255, 0, 255).transparentize(35%), 91.1111111111111%), (red.transparentize(100%), 100%), space: color.oklab, center: (50%, 50%), radius: 0.1%, focal-center: (50%, 50%), focal-radius: 0%); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (0%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	5ecf7c4ad5afb629d6a090c3491ff8bda640adc4c045cbaa77d6cbf62685fdab	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0074	rsvg-convert --zoom 1 -o /tmp/p1268/oracle_v3/masks/S05-radial-oklab.png /tmp/p1268/oracle_v3/masks/S05-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0075	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S05-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/direct/S05-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0076	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red.transparentize(100%), 0%), (rgb(46, 204, 64), 2.22222222222222%), (blue.transparentize(70%), 8.88888888888889%), (yellow, 20%), (rgb(255, 0, 255).transparentize(35%), 24.4444444444444%), (red.transparentize(100%), 33.3333333333333%), (rgb(46, 204, 64), 35.5555555555556%), (blue.transparentize(70%), 42.2222222222222%), (yellow, 53.3333333333333%), (rgb(255, 0, 255).transparentize(35%), 57.7777777777778%), (red.transparentize(100%), 66.6666666666667%), (rgb(46, 204, 64), 68.8888888888889%), (blue.transparentize(70%), 75.5555555555556%), (yellow, 86.6666666666667%), (rgb(255, 0, 255).transparentize(35%), 91.1111111111111%), (red.transparentize(100%), 100%), space: color.linear-rgb, angle: -45deg); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	0a277464c66c11059a49b6a450678ec45198b1918394e0b01e768a6983381b9a	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0077	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.linear((red.transparentize(100%), 0%), (rgb(46, 204, 64), 2.22222222222222%), (blue.transparentize(70%), 8.88888888888889%), (yellow, 20%), (rgb(255, 0, 255).transparentize(35%), 24.4444444444444%), (red.transparentize(100%), 33.3333333333333%), (rgb(46, 204, 64), 35.5555555555556%), (blue.transparentize(70%), 42.2222222222222%), (yellow, 53.3333333333333%), (rgb(255, 0, 255).transparentize(35%), 57.7777777777778%), (red.transparentize(100%), 66.6666666666667%), (rgb(46, 204, 64), 68.8888888888889%), (blue.transparentize(70%), 75.5555555555556%), (yellow, 86.6666666666667%), (rgb(255, 0, 255).transparentize(35%), 91.1111111111111%), (red.transparentize(100%), 100%), space: color.linear-rgb, angle: -45deg); let ss = g.stops(); let mesh = range(8193).map(i => g.sample(i / 8192 * 100%).components().map(norm)); let dyadic = range(ss.len() - 1).map(i => { let a = ss.at(i).at(1); let b = ss.at(i + 1).at(1); range(129).map(k => g.sample(a + (b - a) * k / 128).components().map(norm)) }); let probes = (0%,).map(t => g.sample(t).components().map(norm)); (mesh, dyadic, probes)	5798bf4f8c70513896038be54275705e03ce504286e9580848e9670e3dc78d3c	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
